Molecule,Comparison,0,1,2,3
Mol1,Mol1_0:Mol1_1:Mol1_2:Mol1_3,0.3641529999614507,0.3511544547305739,1.3642033638818713e-15,0.28469254530797405
Mol2,Mol2_0:Mol2_1:Mol2_2,0.5257229640152645,0.47427703598473536,1.8794992481202115e-36
Mol3,Mol3_0:Mol3_1:Mol3_2:Mol3_3,0.9999996806093159,7.079711541059988e-13,3.091498990337507e-07,1.0240077121791909e-08
Mol4,Mol4_0:Mol4_1:Mol4_2:Mol4_3,2.3276472513156138e-07,0.9948207600948461,2.4530841295259324e-07,0.00517876183201595
Mol5,Mol5_0:Mol5_1:Mol5_2,0.9989158421261677,0.0010841578738167515,1.568766327379092e-14
Mol6,Mol6_0:Mol6_1:Mol6_2:Mol6_3,0.9999999999212033,7.86913645822199e-11,2.4630068556955437e-26,1.054444211290073e-13
Mol7,Mol7_0:Mol7_1:Mol7_2,0.6870770140927392,0.2960477696774675,0.01687521622979329
Mol8,Mol8_0:Mol8_1:Mol8_2,0.009073856170393491,0.05222139865856244,0.9387047451710441
Mol9,Mol9_0:Mol9_1:Mol9_2,0.9999999999971463,2.0225342957979184e-12,8.31174161838839e-13
Mol10,Mol10_0:Mol10_1:Mol10_2:Mol10_3,8.807069697908098e-08,0.9999993398501908,2.336898500471047e-09,5.697422136266474e-07
Mol11,Mol11_0:Mol11_1:Mol11_2:Mol11_3,0.9999951408040669,1.5439315684295102e-06,2.590955477562306e-06,7.24308886933583e-07
Mol12,Mol12_0:Mol12_1:Mol12_2:Mol12_3,0.6398129094377938,0.12146771441939219,1.0109956676798708e-05,0.23870926618613722
Mol13,Mol13_0:Mol13_1:Mol13_2,0.7458672727364747,3.6709980848095775e-05,0.25409601728267717
Mol14,Mol14_0:Mol14_1:Mol14_2:Mol14_3,0.9496518430892927,0.05032934596989812,1.8810732130703106e-05,2.086784770598301e-10
Mol15,Mol15_0:Mol15_1:Mol15_2,0.9983233575260202,0.0016719643720152192,4.67810196455204e-06
Mol16,Mol16_0:Mol16_1:Mol16_2:Mol16_3,0.503985732840735,1.324399948191402e-07,1.8635883575535597e-12,0.49601413471740646
Mol17,Mol17_0:Mol17_1:Mol17_2,0.1939399168050946,0.022345562065145336,0.7837145211297601
Mol18,Mol18_0:Mol18_1:Mol18_2:Mol18_3,0.005462455522578446,0.9945370106080383,1.2705342740822082e-08,5.211640405164941e-07
Mol19,Mol19_0:Mol19_2:Mol19_3,0.9778445612775222,4.7485702929877295e-07,0.022154963865448487
Mol20,Mol20_0:Mol20_1:Mol20_2,0.07762465537335186,0.07776889469364287,0.8446064499330053
Mol21,Mol21_0:Mol21_1:Mol21_2:Mol21_3,0.8513388072608364,3.461245115079556e-15,0.09544648246767223,0.05321471027148772
Mol22,Mol22_0:Mol22_1:Mol22_2,0.005179681358531932,0.9948202123131277,1.0632834039811783e-07
Mol23,Mol23_0:Mol23_1:Mol23_2,0.00019631345088298228,0.0013948410226528208,0.9984088455264641
Mol25,Mol25_0:Mol25_1:Mol25_2:Mol25_3,0.9072223294492874,0.0927776220911755,1.0650064979014588e-11,4.8448887031090456e-08
Mol26,Mol26_0:Mol26_1:Mol26_2,0.9604209010837603,0.038980025095422643,0.0005990738208169669
Mol27,Mol27_0:Mol27_1:Mol27_2,0.9999999123129153,8.767455815191358e-08,1.2526604376817244e-11
Mol28,Mol28_0:Mol28_1:Mol28_2,0.9999999998251896,1.7480973129707752e-10,7.250274191032215e-16
Mol29,Mol29_0:Mol29_1:Mol29_2,0.8795138962304289,0.11970224370760502,0.0007838600619660858
Mol30,Mol30_0:Mol30_1:Mol30_2,0.06373436938126428,4.9928575633741325e-11,0.9362656305688071
Mol31,Mol31_0:Mol31_1:Mol31_2:Mol31_3,2.1630583908815107e-07,0.9999996711364602,3.1321240245805076e-25,1.125577007434273e-07
Mol32,Mol32_0:Mol32_1:Mol32_2,0.9990878173210392,2.3475798263859741e-07,0.0009119479209780626
Mol33,Mol33_0:Mol33_1:Mol33_2,0.8734573416792933,0.12654265832070666,1.8178708152126746e-19
Mol34,Mol34_0:Mol34_1:Mol34_2,1.3274294848249869e-05,0.999986720701827,5.003324739020263e-09
Mol35,Mol35_0:Mol35_1:Mol35_2,9.11197165496146e-08,1.3225656642737588e-08,0.9999998956546268
Mol36,Mol36_0:Mol36_1:Mol36_2:Mol36_3,0.9999925632039732,4.822886728200147e-06,7.781216621906436e-09,2.606128081928209e-06
Mol37,Mol37_0:Mol37_3:Mol37_4,0.9999896263310967,5.114031864640839e-06,5.259637038580591e-06
Mol38,Mol38_0:Mol38_1:Mol38_2,0.6344385316342335,0.07334685964070417,0.2922146087250623
Mol39,Mol39_0:Mol39_1:Mol39_2,0.7854426324434295,1.3441843372451522e-11,0.21455736754312865
Mol40,Mol40_0:Mol40_1:Mol40_2,0.9999999981969109,1.599409199649218e-12,1.801489732448987e-09
Mol41,Mol41_0:Mol41_1:Mol41_2,0.9999429847705991,5.7015229400125146e-05,6.98247390953737e-16
Mol42,Mol42_0:Mol42_1:Mol42_2,0.017390745028206603,0.982609218441479,3.6530314500613536e-08
Mol43,Mol43_0:Mol43_1:Mol43_2:Mol43_3,2.400684830603229e-05,5.82898811724805e-10,2.718763269687672e-14,0.999975992568768
